[2025-07-02 15:42:26,726 - INFO]: Listing CASIA-B
[2025-07-02 15:42:38,237 - INFO]: Saved 62 valid frames to CASIA-B-pkl/001/bg-02/108/108.pkl.
[2025-07-02 15:42:38,268 - INFO]: Saved 69 valid frames to CASIA-B-pkl/001/bg-02/126/126.pkl.
[2025-07-02 15:42:38,293 - INFO]: Saved 73 valid frames to CASIA-B-pkl/001/bg-02/144/144.pkl.
[2025-07-02 15:42:38,336 - INFO]: Saved 74 valid frames to CASIA-B-pkl/001/bg-02/162/162.pkl.
[2025-07-02 15:42:38,349 - INFO]: Saved 75 valid frames to CASIA-B-pkl/001/bg-02/180/180.pkl.
[2025-07-02 15:42:38,435 - INFO]: Saved 99 valid frames to CASIA-B-pkl/001/cl-01/000/000.pkl.
[2025-07-02 15:42:38,471 - INFO]: Saved 98 valid frames to CASIA-B-pkl/001/cl-01/018/018.pkl.
[2025-07-02 15:42:38,510 - INFO]: Saved 86 valid frames to CASIA-B-pkl/001/cl-01/054/054.pkl.
[2025-07-02 15:42:38,520 - INFO]: Saved 98 valid frames to CASIA-B-pkl/001/cl-01/036/036.pkl.
[2025-07-02 15:42:38,520 - INFO]: Saved 60 valid frames to CASIA-B-pkl/001/cl-01/072/072.pkl.
[2025-07-02 15:42:38,547 - INFO]: Saved 56 valid frames to CASIA-B-pkl/001/cl-01/090/090.pkl.
[2025-07-02 15:42:38,581 - INFO]: Saved 56 valid frames to CASIA-B-pkl/001/cl-01/108/108.pkl.
[2025-07-02 15:42:38,596 - INFO]: Saved 59 valid frames to CASIA-B-pkl/001/cl-01/126/126.pkl.
[2025-07-02 15:42:38,599 - INFO]: Saved 61 valid frames to CASIA-B-pkl/001/cl-01/144/144.pkl.
[2025-07-02 15:42:38,636 - INFO]: Saved 62 valid frames to CASIA-B-pkl/001/cl-01/162/162.pkl.
[2025-07-02 15:42:38,676 - INFO]: Saved 63 valid frames to CASIA-B-pkl/001/cl-01/180/180.pkl.
[2025-07-02 15:42:38,746 - INFO]: Saved 84 valid frames to CASIA-B-pkl/001/cl-02/000/000.pkl.
[2025-07-02 15:42:38,757 - INFO]: Saved 93 valid frames to CASIA-B-pkl/001/cl-02/018/018.pkl.
[2025-07-02 15:42:38,788 - INFO]: Saved 85 valid frames to CASIA-B-pkl/001/cl-02/036/036.pkl.
[2025-07-02 15:42:38,835 - INFO]: Saved 61 valid frames to CASIA-B-pkl/001/cl-02/090/090.pkl.
[2025-07-02 15:42:38,836 - INFO]: Saved 89 valid frames to CASIA-B-pkl/001/cl-02/054/054.pkl.
[2025-07-02 15:42:38,839 - INFO]: Saved 64 valid frames to CASIA-B-pkl/001/cl-02/072/072.pkl.
[2025-07-02 15:42:38,870 - INFO]: Saved 66 valid frames to CASIA-B-pkl/001/cl-02/108/108.pkl.
[2025-07-02 15:42:38,928 - INFO]: Saved 72 valid frames to CASIA-B-pkl/001/cl-02/126/126.pkl.
[2025-07-02 15:42:38,931 - INFO]: Saved 73 valid frames to CASIA-B-pkl/001/cl-02/144/144.pkl.
[2025-07-02 15:42:38,937 - INFO]: Saved 73 valid frames to CASIA-B-pkl/001/cl-02/162/162.pkl.
[2025-07-02 15:42:38,976 - INFO]: Saved 73 valid frames to CASIA-B-pkl/001/cl-02/180/180.pkl.
[2025-07-02 15:42:39,091 - INFO]: Saved 96 valid frames to CASIA-B-pkl/001/nm-01/000/000.pkl.
[2025-07-02 15:42:39,116 - INFO]: Saved 95 valid frames to CASIA-B-pkl/001/nm-01/036/036.pkl.
[2025-07-02 15:42:39,136 - INFO]: Saved 104 valid frames to CASIA-B-pkl/001/nm-01/018/018.pkl.
[2025-07-02 15:42:39,137 - INFO]: Saved 84 valid frames to CASIA-B-pkl/001/nm-01/054/054.pkl.
[2025-07-02 15:42:39,176 - INFO]: Saved 55 valid frames to CASIA-B-pkl/001/nm-01/072/072.pkl.
[2025-07-02 15:42:39,194 - INFO]: Saved 56 valid frames to CASIA-B-pkl/001/nm-01/090/090.pkl.
[2025-07-02 15:42:39,213 - INFO]: Saved 60 valid frames to CASIA-B-pkl/001/nm-01/108/108.pkl.
[2025-07-02 15:42:39,220 - INFO]: Saved 62 valid frames to CASIA-B-pkl/001/nm-01/126/126.pkl.
[2025-07-02 15:42:39,256 - INFO]: Saved 63 valid frames to CASIA-B-pkl/001/nm-01/144/144.pkl.
[2025-07-02 15:42:39,275 - INFO]: Saved 62 valid frames to CASIA-B-pkl/001/nm-01/162/162.pkl.
[2025-07-02 15:42:39,301 - INFO]: Saved 64 valid frames to CASIA-B-pkl/001/nm-01/180/180.pkl.
[2025-07-02 15:42:39,381 - INFO]: Saved 97 valid frames to CASIA-B-pkl/001/nm-02/000/000.pkl.
[2025-07-02 15:42:39,431 - INFO]: Saved 98 valid frames to CASIA-B-pkl/001/nm-02/018/018.pkl.
[2025-07-02 15:42:39,450 - INFO]: Saved 78 valid frames to CASIA-B-pkl/001/nm-02/054/054.pkl.
[2025-07-02 15:42:39,455 - INFO]: Saved 53 valid frames to CASIA-B-pkl/001/nm-02/072/072.pkl.
[2025-07-02 15:42:39,472 - INFO]: Saved 97 valid frames to CASIA-B-pkl/001/nm-02/036/036.pkl.
[2025-07-02 15:42:39,498 - INFO]: Saved 51 valid frames to CASIA-B-pkl/001/nm-02/090/090.pkl.
[2025-07-02 15:42:39,525 - INFO]: Saved 59 valid frames to CASIA-B-pkl/001/nm-02/108/108.pkl.
[2025-07-02 15:42:39,547 - INFO]: Saved 73 valid frames to CASIA-B-pkl/001/nm-02/126/126.pkl.
[2025-07-02 15:42:39,567 - INFO]: Saved 72 valid frames to CASIA-B-pkl/001/nm-02/144/144.pkl.
[2025-07-02 15:42:39,605 - INFO]: Saved 73 valid frames to CASIA-B-pkl/001/nm-02/162/162.pkl.
[2025-07-02 15:42:39,642 - INFO]: Saved 74 valid frames to CASIA-B-pkl/001/nm-02/180/180.pkl.
[2025-07-02 15:42:39,717 - INFO]: Saved 100 valid frames to CASIA-B-pkl/001/nm-03/000/000.pkl.
[2025-07-02 15:42:39,738 - INFO]: Saved 96 valid frames to CASIA-B-pkl/001/nm-03/018/018.pkl.
[2025-07-02 15:42:39,791 - INFO]: Saved 101 valid frames to CASIA-B-pkl/001/nm-03/036/036.pkl.
[2025-07-02 15:42:39,803 - INFO]: Saved 64 valid frames to CASIA-B-pkl/001/nm-03/072/072.pkl.
[2025-07-02 15:42:39,811 - INFO]: Saved 91 valid frames to CASIA-B-pkl/001/nm-03/054/054.pkl.
[2025-07-02 15:42:39,814 - INFO]: Saved 59 valid frames to CASIA-B-pkl/001/nm-03/090/090.pkl.
[2025-07-02 15:42:39,872 - INFO]: Saved 65 valid frames to CASIA-B-pkl/001/nm-03/108/108.pkl.
[2025-07-02 15:42:39,901 - INFO]: Saved 76 valid frames to CASIA-B-pkl/001/nm-03/126/126.pkl.
[2025-07-02 15:42:39,911 - INFO]: Saved 77 valid frames to CASIA-B-pkl/001/nm-03/144/144.pkl.
[2025-07-02 15:42:39,919 - INFO]: Saved 76 valid frames to CASIA-B-pkl/001/nm-03/162/162.pkl.
[2025-07-02 15:42:39,989 - INFO]: Saved 78 valid frames to CASIA-B-pkl/001/nm-03/180/180.pkl.
[2025-07-02 15:42:40,056 - INFO]: Saved 94 valid frames to CASIA-B-pkl/001/nm-04/000/000.pkl.
[2025-07-02 15:42:40,082 - INFO]: Saved 94 valid frames to CASIA-B-pkl/001/nm-04/018/018.pkl.
[2025-07-02 15:42:40,097 - INFO]: Saved 95 valid frames to CASIA-B-pkl/001/nm-04/036/036.pkl.
[2025-07-02 15:42:40,148 - INFO]: Saved 63 valid frames to CASIA-B-pkl/001/nm-04/072/072.pkl.
[2025-07-02 15:42:40,157 - INFO]: Saved 59 valid frames to CASIA-B-pkl/001/nm-04/090/090.pkl.
[2025-07-02 15:42:40,161 - INFO]: Saved 89 valid frames to CASIA-B-pkl/001/nm-04/054/054.pkl.
[2025-07-02 15:42:40,169 - INFO]: Saved 60 valid frames to CASIA-B-pkl/001/nm-04/108/108.pkl.
[2025-07-02 15:42:40,244 - INFO]: Saved 74 valid frames to CASIA-B-pkl/001/nm-04/126/126.pkl.
[2025-07-02 15:42:40,258 - INFO]: Saved 77 valid frames to CASIA-B-pkl/001/nm-04/144/144.pkl.
[2025-07-02 15:42:40,266 - INFO]: Saved 76 valid frames to CASIA-B-pkl/001/nm-04/162/162.pkl.
[2025-07-02 15:42:40,287 - INFO]: Saved 78 valid frames to CASIA-B-pkl/001/nm-04/180/180.pkl.
[2025-07-02 15:42:40,403 - INFO]: Saved 96 valid frames to CASIA-B-pkl/001/nm-05/000/000.pkl.
[2025-07-02 15:42:40,445 - INFO]: Saved 96 valid frames to CASIA-B-pkl/001/nm-05/036/036.pkl.
[2025-07-02 15:42:40,455 - INFO]: Saved 88 valid frames to CASIA-B-pkl/001/nm-05/054/054.pkl.
[2025-07-02 15:42:40,461 - INFO]: Saved 110 valid frames to CASIA-B-pkl/001/nm-05/018/018.pkl.
[2025-07-02 15:42:40,493 - INFO]: Saved 63 valid frames to CASIA-B-pkl/001/nm-05/072/072.pkl.
[2025-07-02 15:42:40,518 - INFO]: Saved 56 valid frames to CASIA-B-pkl/001/nm-05/090/090.pkl.
[2025-07-02 15:42:40,542 - INFO]: Saved 65 valid frames to CASIA-B-pkl/001/nm-05/108/108.pkl.
[2025-07-02 15:42:40,565 - INFO]: Saved 77 valid frames to CASIA-B-pkl/001/nm-05/126/126.pkl.
[2025-07-02 15:42:40,606 - INFO]: Saved 79 valid frames to CASIA-B-pkl/001/nm-05/144/144.pkl.
[2025-07-02 15:42:40,633 - INFO]: Saved 80 valid frames to CASIA-B-pkl/001/nm-05/162/162.pkl.
[2025-07-02 15:42:40,665 - INFO]: Saved 81 valid frames to CASIA-B-pkl/001/nm-05/180/180.pkl.
[2025-07-02 15:42:40,729 - INFO]: Saved 100 valid frames to CASIA-B-pkl/001/nm-06/000/000.pkl.
[2025-07-02 15:42:40,809 - INFO]: Saved 106 valid frames to CASIA-B-pkl/001/nm-06/018/018.pkl.
[2025-07-02 15:42:40,815 - INFO]: Saved 63 valid frames to CASIA-B-pkl/001/nm-06/072/072.pkl.
[2025-07-02 15:42:40,833 - INFO]: Saved 89 valid frames to CASIA-B-pkl/001/nm-06/054/054.pkl.
[2025-07-02 15:42:40,848 - INFO]: Saved 107 valid frames to CASIA-B-pkl/001/nm-06/036/036.pkl.
[2025-07-02 15:42:40,885 - INFO]: Saved 59 valid frames to CASIA-B-pkl/001/nm-06/090/090.pkl.
[2025-07-02 15:42:40,888 - INFO]: Saved 61 valid frames to CASIA-B-pkl/001/nm-06/108/108.pkl.
[2025-07-02 15:42:40,920 - INFO]: Saved 67 valid frames to CASIA-B-pkl/001/nm-06/126/126.pkl.
[2025-07-02 15:42:40,936 - INFO]: Saved 69 valid frames to CASIA-B-pkl/001/nm-06/144/144.pkl.
[2025-07-02 15:42:40,976 - INFO]: Saved 68 valid frames to CASIA-B-pkl/001/nm-06/162/162.pkl.
[2025-07-02 15:42:40,984 - INFO]: Saved 68 valid frames to CASIA-B-pkl/001/nm-06/180/180.pkl.
[2025-07-02 15:42:41,100 - INFO]: Saved 99 valid frames to CASIA-B-pkl/002/bg-01/000/000.pkl.
[2025-07-02 15:42:41,157 - INFO]: Saved 115 valid frames to CASIA-B-pkl/002/bg-01/018/018.pkl.
[2025-07-02 15:42:41,199 - INFO]: Saved 67 valid frames to CASIA-B-pkl/002/bg-01/072/072.pkl.
[2025-07-02 15:42:41,222 - INFO]: Saved 97 valid frames to CASIA-B-pkl/002/bg-01/054/054.pkl.
[2025-07-02 15:42:41,229 - INFO]: Saved 114 valid frames to CASIA-B-pkl/002/bg-01/036/036.pkl.
[2025-07-02 15:42:41,237 - INFO]: Saved 61 valid frames to CASIA-B-pkl/002/bg-01/090/090.pkl.
[2025-07-02 15:42:41,288 - INFO]: Saved 70 valid frames to CASIA-B-pkl/002/bg-01/108/108.pkl.
[2025-07-02 15:42:41,325 - INFO]: Saved 78 valid frames to CASIA-B-pkl/002/bg-01/126/126.pkl.
[2025-07-02 15:42:41,336 - INFO]: Saved 79 valid frames to CASIA-B-pkl/002/bg-01/144/144.pkl.
[2025-07-02 15:42:41,393 - INFO]: Saved 79 valid frames to CASIA-B-pkl/002/bg-01/162/162.pkl.
[2025-07-02 15:42:41,418 - INFO]: Saved 80 valid frames to CASIA-B-pkl/002/bg-01/180/180.pkl.
[2025-07-02 15:42:41,542 - INFO]: Saved 123 valid frames to CASIA-B-pkl/002/bg-02/000/000.pkl.
[2025-07-02 15:42:41,613 - INFO]: Saved 130 valid frames to CASIA-B-pkl/002/bg-02/018/018.pkl.
[2025-07-02 15:42:41,651 - INFO]: Saved 73 valid frames to CASIA-B-pkl/002/bg-02/072/072.pkl.
[2025-07-02 15:42:41,655 - INFO]: Saved 118 valid frames to CASIA-B-pkl/002/bg-02/036/036.pkl.
[2025-07-02 15:42:41,683 - INFO]: Saved 102 valid frames to CASIA-B-pkl/002/bg-02/054/054.pkl.
[2025-07-02 15:42:41,702 - INFO]: Saved 64 valid frames to CASIA-B-pkl/002/bg-02/090/090.pkl.
[2025-07-02 15:42:41,732 - INFO]: Saved 51 valid frames to CASIA-B-pkl/002/bg-02/126/126.pkl.
[2025-07-02 15:42:41,742 - INFO]: Saved 67 valid frames to CASIA-B-pkl/002/bg-02/108/108.pkl.
[2025-07-02 15:42:41,763 - INFO]: Saved 58 valid frames to CASIA-B-pkl/002/bg-02/144/144.pkl.
[2025-07-02 15:42:41,781 - INFO]: Saved 58 valid frames to CASIA-B-pkl/002/bg-02/162/162.pkl.
[2025-07-02 15:42:41,823 - INFO]: Saved 59 valid frames to CASIA-B-pkl/002/bg-02/180/180.pkl.
[2025-07-02 15:42:41,928 - INFO]: Saved 110 valid frames to CASIA-B-pkl/002/cl-01/000/000.pkl.
[2025-07-02 15:42:42,014 - INFO]: Saved 123 valid frames to CASIA-B-pkl/002/cl-01/018/018.pkl.
[2025-07-02 15:42:42,021 - INFO]: Saved 100 valid frames to CASIA-B-pkl/002/cl-01/054/054.pkl.
[2025-07-02 15:42:42,036 - INFO]: Saved 69 valid frames to CASIA-B-pkl/002/cl-01/072/072.pkl.
[2025-07-02 15:42:42,046 - INFO]: Saved 121 valid frames to CASIA-B-pkl/002/cl-01/036/036.pkl.
[2025-07-02 15:42:42,096 - INFO]: Saved 62 valid frames to CASIA-B-pkl/002/cl-01/090/090.pkl.
[2025-07-02 15:42:42,111 - INFO]: Saved 72 valid frames to CASIA-B-pkl/002/cl-01/108/108.pkl.
[2025-07-02 15:42:42,136 - INFO]: Saved 78 valid frames to CASIA-B-pkl/002/cl-01/126/126.pkl.
[2025-07-02 15:42:42,152 - INFO]: Saved 79 valid frames to CASIA-B-pkl/002/cl-01/144/144.pkl.
[2025-07-02 15:42:42,207 - INFO]: Saved 78 valid frames to CASIA-B-pkl/002/cl-01/162/162.pkl.
[2025-07-02 15:42:42,237 - INFO]: Saved 81 valid frames to CASIA-B-pkl/002/cl-01/180/180.pkl.
[2025-07-02 15:42:42,331 - INFO]: Saved 114 valid frames to CASIA-B-pkl/002/cl-02/000/000.pkl.
[2025-07-02 15:42:42,406 - INFO]: Saved 130 valid frames to CASIA-B-pkl/002/cl-02/018/018.pkl.
[2025-07-02 15:42:42,433 - INFO]: Saved 99 valid frames to CASIA-B-pkl/002/cl-02/054/054.pkl.
[2025-07-02 15:42:42,440 - INFO]: Saved 70 valid frames to CASIA-B-pkl/002/cl-02/072/072.pkl.
[2025-07-02 15:42:42,470 - INFO]: Saved 124 valid frames to CASIA-B-pkl/002/cl-02/036/036.pkl.
[2025-07-02 15:42:42,496 - INFO]: Saved 62 valid frames to CASIA-B-pkl/002/cl-02/090/090.pkl.
[2025-07-02 15:42:42,525 - INFO]: Saved 71 valid frames to CASIA-B-pkl/002/cl-02/108/108.pkl.
[2025-07-02 15:42:42,553 - INFO]: Saved 87 valid frames to CASIA-B-pkl/002/cl-02/126/126.pkl.
[2025-07-02 15:42:42,590 - INFO]: Saved 88 valid frames to CASIA-B-pkl/002/cl-02/144/144.pkl.
[2025-07-02 15:42:42,616 - INFO]: Saved 85 valid frames to CASIA-B-pkl/002/cl-02/162/162.pkl.
[2025-07-02 15:42:42,666 - INFO]: Saved 88 valid frames to CASIA-B-pkl/002/cl-02/180/180.pkl.
[2025-07-02 15:42:42,715 - INFO]: Saved 101 valid frames to CASIA-B-pkl/002/nm-01/000/000.pkl.
[2025-07-02 15:42:42,809 - INFO]: Saved 119 valid frames to CASIA-B-pkl/002/nm-01/018/018.pkl.
[2025-07-02 15:42:42,821 - INFO]: Saved 71 valid frames to CASIA-B-pkl/002/nm-01/072/072.pkl.
[2025-07-02 15:42:42,855 - INFO]: Saved 110 valid frames to CASIA-B-pkl/002/nm-01/036/036.pkl.
[2025-07-02 15:42:42,896 - INFO]: Saved 61 valid frames to CASIA-B-pkl/002/nm-01/090/090.pkl.
[2025-07-02 15:42:42,920 - INFO]: Saved 71 valid frames to CASIA-B-pkl/002/nm-01/108/108.pkl.
[2025-07-02 15:42:42,924 - INFO]: Saved 100 valid frames to CASIA-B-pkl/002/nm-01/054/054.pkl.
[2025-07-02 15:42:42,967 - INFO]: Saved 76 valid frames to CASIA-B-pkl/002/nm-01/126/126.pkl.
[2025-07-02 15:42:43,007 - INFO]: Saved 77 valid frames to CASIA-B-pkl/002/nm-01/144/144.pkl.
[2025-07-02 15:42:43,034 - INFO]: Saved 77 valid frames to CASIA-B-pkl/002/nm-01/162/162.pkl.
[2025-07-02 15:42:43,071 - INFO]: Saved 86 valid frames to CASIA-B-pkl/002/nm-01/180/180.pkl.
[2025-07-02 15:42:43,157 - INFO]: Saved 114 valid frames to CASIA-B-pkl/002/nm-02/000/000.pkl.
[2025-07-02 15:42:43,268 - INFO]: Saved 73 valid frames to CASIA-B-pkl/002/nm-02/072/072.pkl.
[2025-07-02 15:42:43,270 - INFO]: Saved 127 valid frames to CASIA-B-pkl/002/nm-02/018/018.pkl.
[2025-07-02 15:42:43,281 - INFO]: Saved 114 valid frames to CASIA-B-pkl/002/nm-02/036/036.pkl.
[2025-07-02 15:42:43,329 - INFO]: Saved 103 valid frames to CASIA-B-pkl/002/nm-02/054/054.pkl.
[2025-07-02 15:42:43,357 - INFO]: Saved 63 valid frames to CASIA-B-pkl/002/nm-02/090/090.pkl.
[2025-07-02 15:42:43,370 - INFO]: Saved 72 valid frames to CASIA-B-pkl/002/nm-02/108/108.pkl.
[2025-07-02 15:42:43,400 - INFO]: Saved 84 valid frames to CASIA-B-pkl/002/nm-02/126/126.pkl.
[2025-07-02 15:42:43,455 - INFO]: Saved 86 valid frames to CASIA-B-pkl/002/nm-02/144/144.pkl.
[2025-07-02 15:42:43,487 - INFO]: Saved 85 valid frames to CASIA-B-pkl/002/nm-02/162/162.pkl.
[2025-07-02 15:42:43,522 - INFO]: Saved 86 valid frames to CASIA-B-pkl/002/nm-02/180/180.pkl.
[2025-07-02 15:42:43,599 - INFO]: Saved 120 valid frames to CASIA-B-pkl/002/nm-03/000/000.pkl.
[2025-07-02 15:42:43,709 - INFO]: Saved 74 valid frames to CASIA-B-pkl/002/nm-03/072/072.pkl.
[2025-07-02 15:42:43,720 - INFO]: Saved 131 valid frames to CASIA-B-pkl/002/nm-03/018/018.pkl.
[2025-07-02 15:42:43,722 - INFO]: Saved 113 valid frames to CASIA-B-pkl/002/nm-03/036/036.pkl.
[2025-07-02 15:42:43,777 - INFO]: Saved 103 valid frames to CASIA-B-pkl/002/nm-03/054/054.pkl.
[2025-07-02 15:42:43,797 - INFO]: Saved 65 valid frames to CASIA-B-pkl/002/nm-03/090/090.pkl.
[2025-07-02 15:42:43,824 - INFO]: Saved 75 valid frames to CASIA-B-pkl/002/nm-03/108/108.pkl.
[2025-07-02 15:42:43,850 - INFO]: Saved 94 valid frames to CASIA-B-pkl/002/nm-03/126/126.pkl.
[2025-07-02 15:42:43,912 - INFO]: Saved 96 valid frames to CASIA-B-pkl/002/nm-03/144/144.pkl.
[2025-07-02 15:42:43,949 - INFO]: Saved 94 valid frames to CASIA-B-pkl/002/nm-03/162/162.pkl.
[2025-07-02 15:42:44,001 - INFO]: Saved 103 valid frames to CASIA-B-pkl/002/nm-03/180/180.pkl.
[2025-07-02 15:42:44,057 - INFO]: Saved 115 valid frames to CASIA-B-pkl/002/nm-04/000/000.pkl.
[2025-07-02 15:42:44,172 - INFO]: Saved 74 valid frames to CASIA-B-pkl/002/nm-04/072/072.pkl.
[2025-07-02 15:42:44,173 - INFO]: Saved 108 valid frames to CASIA-B-pkl/002/nm-04/036/036.pkl.
[2025-07-02 15:42:44,182 - INFO]: Saved 130 valid frames to CASIA-B-pkl/002/nm-04/018/018.pkl.
[2025-07-02 15:42:44,261 - INFO]: Saved 104 valid frames to CASIA-B-pkl/002/nm-04/054/054.pkl.
[2025-07-02 15:42:44,264 - INFO]: Saved 70 valid frames to CASIA-B-pkl/002/nm-04/090/090.pkl.
[2025-07-02 15:42:44,268 - INFO]: Saved 73 valid frames to CASIA-B-pkl/002/nm-04/108/108.pkl.
[2025-07-02 15:42:44,298 - INFO]: Saved 81 valid frames to CASIA-B-pkl/002/nm-04/126/126.pkl.
[2025-07-02 15:42:44,377 - INFO]: Saved 82 valid frames to CASIA-B-pkl/002/nm-04/144/144.pkl.
[2025-07-02 15:42:44,387 - INFO]: Saved 81 valid frames to CASIA-B-pkl/002/nm-04/162/162.pkl.
[2025-07-02 15:42:44,410 - INFO]: Saved 83 valid frames to CASIA-B-pkl/002/nm-04/180/180.pkl.
[2025-07-02 15:42:44,508 - INFO]: Saved 121 valid frames to CASIA-B-pkl/002/nm-05/000/000.pkl.
[2025-07-02 15:42:44,620 - INFO]: Saved 72 valid frames to CASIA-B-pkl/002/nm-05/072/072.pkl.
[2025-07-02 15:42:44,640 - INFO]: Saved 126 valid frames to CASIA-B-pkl/002/nm-05/018/018.pkl.
[2025-07-02 15:42:44,678 - INFO]: Saved 132 valid frames to CASIA-B-pkl/002/nm-05/036/036.pkl.
[2025-07-02 15:42:44,680 - INFO]: Saved 112 valid frames to CASIA-B-pkl/002/nm-05/054/054.pkl.
[2025-07-02 15:42:44,712 - INFO]: Saved 70 valid frames to CASIA-B-pkl/002/nm-05/090/090.pkl.
[2025-07-02 15:42:44,733 - INFO]: Saved 72 valid frames to CASIA-B-pkl/002/nm-05/108/108.pkl.
[2025-07-02 15:42:44,795 - INFO]: Saved 85 valid frames to CASIA-B-pkl/002/nm-05/126/126.pkl.
[2025-07-02 15:42:44,803 - INFO]: Saved 86 valid frames to CASIA-B-pkl/002/nm-05/144/144.pkl.
[2025-07-02 15:42:44,845 - INFO]: Saved 85 valid frames to CASIA-B-pkl/002/nm-05/162/162.pkl.
[2025-07-02 15:42:44,883 - INFO]: Saved 88 valid frames to CASIA-B-pkl/002/nm-05/180/180.pkl.
[2025-07-02 15:42:44,997 - INFO]: Saved 121 valid frames to CASIA-B-pkl/002/nm-06/000/000.pkl.
[2025-07-02 15:42:45,040 - INFO]: Saved 123 valid frames to CASIA-B-pkl/002/nm-06/018/018.pkl.
[2025-07-02 15:42:45,109 - INFO]: Saved 72 valid frames to CASIA-B-pkl/002/nm-06/072/072.pkl.
[2025-07-02 15:42:45,116 - INFO]: Saved 126 valid frames to CASIA-B-pkl/002/nm-06/036/036.pkl.
[2025-07-02 15:42:45,127 - INFO]: Saved 63 valid frames to CASIA-B-pkl/002/nm-06/090/090.pkl.
[2025-07-02 15:42:45,160 - INFO]: Saved 106 valid frames to CASIA-B-pkl/002/nm-06/054/054.pkl.
[2025-07-02 15:42:45,203 - INFO]: Saved 72 valid frames to CASIA-B-pkl/002/nm-06/108/108.pkl.
[2025-07-02 15:42:45,238 - INFO]: Saved 85 valid frames to CASIA-B-pkl/002/nm-06/126/126.pkl.
[2025-07-02 15:42:45,252 - INFO]: Saved 86 valid frames to CASIA-B-pkl/002/nm-06/144/144.pkl.
[2025-07-02 15:42:45,296 - INFO]: Saved 85 valid frames to CASIA-B-pkl/002/nm-06/162/162.pkl.
[2025-07-02 15:42:45,358 - INFO]: Saved 87 valid frames to CASIA-B-pkl/002/nm-06/180/180.pkl.
[2025-07-02 15:42:45,393 - INFO]: Saved 88 valid frames to CASIA-B-pkl/003/bg-01/000/000.pkl.
[2025-07-02 15:42:45,424 - INFO]: Saved 96 valid frames to CASIA-B-pkl/003/bg-01/018/018.pkl.
[2025-07-02 15:42:45,485 - INFO]: Saved 97 valid frames to CASIA-B-pkl/003/bg-01/036/036.pkl.
[2025-07-02 15:42:45,494 - INFO]: Saved 67 valid frames to CASIA-B-pkl/003/bg-01/072/072.pkl.
[2025-07-02 15:42:45,510 - INFO]: Saved 63 valid frames to CASIA-B-pkl/003/bg-01/090/090.pkl.
[2025-07-02 15:42:45,535 - INFO]: Saved 90 valid frames to CASIA-B-pkl/003/bg-01/054/054.pkl.
[2025-07-02 15:42:45,576 - INFO]: Saved 68 valid frames to CASIA-B-pkl/003/bg-01/108/108.pkl.
[2025-07-02 15:42:45,604 - INFO]: Saved 76 valid frames to CASIA-B-pkl/003/bg-01/126/126.pkl.
[2025-07-02 15:42:45,620 - INFO]: Saved 78 valid frames to CASIA-B-pkl/003/bg-01/144/144.pkl.
[2025-07-02 15:42:45,652 - INFO]: Saved 78 valid frames to CASIA-B-pkl/003/bg-01/162/162.pkl.
[2025-07-02 15:42:45,706 - INFO]: Saved 78 valid frames to CASIA-B-pkl/003/bg-01/180/180.pkl.
